154 2 1 0 0.37 0.39 0.25 
155 12 2 1 0.45 0.82 0.24 
156 11 2 1 0.52 0.71 0.22 
157 12 3 0 0.33 0.82 0 
158 2 2 1 0.66 0 0 
159 3 1 0 0.38 0.66 0 
160 1 0 0 0.3 0.75 0 
161 5 2 1 0.44 0.74 0.26 
162 8 3 0 0.44 0.71 0 
163 9 2 0 0.4 0.86 0.35 
164 5 2 1 0.45 0.84 0.37 
165 5 2 0 0.39 0.79 0.34 
166 11 4 1 0.43 0.82 0.35 
167 2 2 0 0.34 0.64 0.25 
168 15 3 1 0.47 0.85 0.37 
169 2 1 0 0.37 0.78 0.3 
170 5 1 0 0.24 0.63 0 
171 3 1 0 0.38 0.71 0.33 
172 5 2 1 0.41 0.69 0.2 
173 4 1 0 0.41 0.71 0.32 
174 4 2 0 0.38 0.76 0.35 
175 3 3 1 0.37 0.69 0.36 
176 7 3 0 0.4 0.69 0 
177 25 5 2 0.45 0.83 0.34 
178 5 1 1 0.44 0.75 0.33 
179 8 4 2 0.46 0.65 0.18 
180 6 1 1 0.41 0.75 0.29 
181 4 1 0 0.27 0.7 0 
182 6 1 1 0.42 0.6 0 
183 1 1 1 0 0.83 0 
184 2 1 0 0.38 0.57 0.23 
185 2 1 1 0.25 0.94 0.18 
186 10 3 0 0.33 0.68 0 
187 3 2 0 0.43 0.6 0 
188 6 1 0 0.42 0.69 0.14 
189 7 5 2 0.44 0.77 0.33 
190 6 2 0 0.39 0.62 0 
191 10 2 0 0.43 0.73 0 
192 5 1 1 0.43 0.62 0.3 
193 6 2 1 0.44 0.77 0.17 
194 6 1 0 0.29 0.64 0 
195 5 1 0 0.34 0.7 0 
196 10 7 1 0.49 0.89 0.38 
197 2 2 0 0.22 0.66 0.2 
198 1 0 0 0.2 0.41 0 
199 3 1 0 0.39 0.69 0 
200 12 3 0 0.29 0.7 0 
201 7 2 1 0.41 0.84 0.12 
202 6 3 0 0.38 0.64 0 
203 5 2 0 0.33 0.7 0 
204 1 0 0 0.66 0.66 0 
205 2 1 0 0.42 0.77 0.22 
206 8 2 0 0.33 0.62 0 
207 7 0 1 0.42 0.67 0.33 
208 15 3 1 0.44 0.8 0.15 
209 7 1 0 0.41 0.8 0.33 
210 4 2 1 0.32 0.75 0.16 
211 8 1 1 0.42 0.75 0 
212 8 1 1 0.41 0.84 0.39 
213 5 4 1 0.4 0.69 0.23 
214 9 2 1 0.47 0.78 0.3 
215 15 3 1 0.42 0.69 0 
216 5 1 0 0.43 0.77 0.22 
217 4 0 0 0.31 0.8 0.36 
218 3 2 0 0.38 0.77 0 
219 3 1 0 0.42 0.62 0 
220 23 4 1 0.44 0.79 0.37 
221 16 6 1 0.45 0.86 0.33 
222 2 1 0 0.33 0.83 0.22 
223 8 3 0 0.35 0.83 0 
224 3 1 0 0.33 0.62 0.24 
225 10 5 2 0.41 0.76 0.36 
226 8 2 1 0.43 0.77 0.16 
227 15 3 1 0.43 0.79 0.34 
228 9 3 1 0.44 0.78 0 
229 9 2 1 0.46 0.69 0.29 
230 11 7 2 0.52 0.79 0.25 
231 17 3 1 0.44 0.8 0.4 
232 7 5 1 0.4 0.81 0.34 
233 2 1 0 0.32 0.8 0.27 
234 11 4 2 0.42 0.82 0.35 
235 3 1 0 0.27 0.9 0 
236 2 0 0 0.37 0 0 
237 16 5 0 0.47 0.76 0 
238 2 1 0 0.4 0.8 0 
239 9 4 2 0.4 0.76 0.19 
240 8 4 1 0.46 0.76 0.22 
241 4 2 0 0.38 0.72 0.26 
242 3 0 0 0.26 0.62 0 
243 1 0 0 0.37 0.54 0 
244 3 2 0 0.39 0.6 0.18 
245 8 4 1 0.42 0.81 0.26 
246 3 1 0 0.35 0.66 0 
247 18 3 1 0.5 0.83 0 
248 10 2 1 0.48 0.74 0.06 
249 3 0 0 0.38 0.57 0.45 
250 4 1 0 0.41 0.8 0 
251 4 2 1 0.38 0.59 0.3 
252 1 1 0 0.25 0.5 0.2 
253 6 3 1 0.44 0.77 0.28 
254 2 1 0 0.21 0.56 0 
255 10 4 1 0.43 0.78 0.38 
256 6 4 2 0.45 0.75 0.2 
257 0 1 0 0 0 0 
258 3 1 0 0.31 0.68 0 
259 12 3 0 0.35 0.79 0 
260 10 4 2 0.45 0.76 0.19 
261 9 1 0 0.37 0.84 0.36 
262 4 1 0 0.39 0.81 0 
263 2 2 1 0.33 0.5 0 
264 2 2 0 0.4 0.72 0.21 
265 9 4 1 0.46 0.83 0.33 
266 4 2 1 0.42 0.81 0.26 
267 5 2 0 0.31 0.61 0 
268 12 5 0 0.43 0.84 0 
269 3 0 0 0.35 0.77 0 
270 4 1 0 0.4 0.8 0 
271 18 8 0 0.37 0.8 0 
272 8 2 0 0.42 0.7 0 
273 4 1 0 0.35 0.5 0 
274 7 2 0 0.44 0.59 0 
275 15 4 1 0.4 0.84 0.34 
276 5 1 1 0.3 1 0.25 
277 4 1 0 0.38 0.92 0.38 
278 8 3 1 0.43 0.83 0.17 
279 5 2 1 0.44 0.63 0.23 
280 2 2 0 0.5 1 0 
281 5 2 0 0.31 0.71 0 
282 4 2 0 0.43 0.83 0.38 
283 7 3 1 0.38 0.72 0.32 
284 5 1 0 0.39 0.77 0 
285 12 2 1 0.45 0.84 0.4 
286 4 1 1 0.44 0.82 0.29 
287 14 2 1 0.45 0.77 0.15 
288 7 3 1 0.48 0.74 0 
289 8 3 1 0.44 0.79 0.31 
290 7 2 1 0.4 0.74 0.31 
291 9 2 1 0.45 0.73 0.23 
292 13 2 1 0.43 0.78 0.37 
293 3 2 1 0.39 0.73 0 
294 8 3 0 0.32 0.68 0 
295 4 1 0 0.47 0.55 0 
296 2 1 0 0.2 0.85 0 
297 14 5 0 0.37 0.75 0 
298 5 0 0 0.28 0.63 0 
299 17 7 2 0.4 0.69 0.32 
300 8 5 1 0.51 0.82 0.32 
301 9 2 0 0.4 0.8 0 
302 5 2 1 0.39 0.78 0.35 
303 8 2 0 0.45 0.83 0.44 
304 13 4 1 0.44 0.82 0.17 
305 11 2 0 0.42 0.76 0 
306 8 3 0 0.4 0.67 0 
307 14 3 1 0.44 0.78 0.36 
308 5 1 1 0.41 0.57 0.25 
309 19 4 1 0.51 0.85 0.27 
310 11 6 1 0.45 0.85 0.33 
311 12 1 1 0.4 0.73 0.34 
312 1 1 0 0.18 0.71 1 
313 8 3 1 0.41 0.77 0.37 
314 6 1 1 0.39 0.72 0.35 
315 9 2 1 0.4 0.76 0.34 
316 9 3 1 0.47 0.83 0.35 
317 3 0 0 0.5 0.76 0.33 
318 5 2 0 0.4 0.66 0 
319 15 2 1 0.47 0.76 0.28 
320 5 0 0 0.4 1 0 
321 5 1 0 0.41 0.78 0 
322 1 1 0 0.16 0.45 0 
323 7 2 0 0.36 0.74 0 
324 3 1 0 0.37 0.67 0.19 
325 9 4 1 0.49 0.7 0.33 
326 1 0 0 0.25 0.6 0 
327 6 3 1 0.4 0.83 0.34 
328 3 1 0 0.29 0.68 0 
329 2 1 0 0.36 0.62 0 
330 15 3 1 0.43 0.78 0.4 
331 5 2 0 0.39 0.86 0.35 
332 10 5 1 0.41 0.9 0 
333 2 1 0 0.36 0.65 0 
334 3 2 0 0.4 0.87 0.11 
335 2 1 0 0.09 0.58 0 
336 8 2 1 0.41 0.83 0.34 
337 3 1 0 0.5 0.8 0.71 
338 6 2 0 0.31 0.73 0 
339 7 3 0 0.48 0.5 0 
340 2 2 0 0.4 0.8 0 
341 6 1 0 0.32 0.68 0 
342 7 2 1 0.42 0.79 0.34 
343 4 1 0 0.38 0.88 0.31 
344 2 2 1 0.29 0 0 
345 5 1 0 0.46 0.82 0.25 
346 7 2 1 0.46 0.66 0.31 
347 11 6 1 0.48 0.67 0.26 
348 4 2 1 0.39 0.76 0.37 
349 4 2 1 0.38 0.83 0.37 
350 11 5 1 0.46 0.79 0.29 
351 20 6 2 0.47 0.78 0.31 
352 4 1 0 0.34 0.88 0 
353 5 3 1 0.49 0.67 0 
354 7 1 0 0.46 0.67 0.32 
355 4 2 0 0.39 0.64 0 
356 8 5 1 0.39 0.81 0.36 
357 16 5 1 0.46 0.84 0.38 
358 7 1 0 0.4 0.6 0.32 
359 8 4 1 0.46 0.8 0.33 
360 3 1 0 0.31 0.82 0 
361 5 2 1 0.45 0.72 0.05 
362 4 2 1 0.43 0.75 0.12 
363 2 1 0 0.36 0.66 0 
364 11 2 1 0.44 0.76 0.33 
365 7 2 1 0.47 0.77 0.07 
366 2 1 0 0.21 0.75 0 
367 6 1 0 0.44 0.71 0 
368 8 4 1 0.4 0.8 0.32 
369 6 3 1 0.44 0.79 0.03 
370 11 3 1 0.42 0.8 0.33 
371 8 3 0 0.42 0.8 0 
372 2 1 0 0.25 0.66 0 
373 8 2 0 0.28 0.61 0 
374 9 3 1 0.45 0.68 0.36 
375 2 3 0 0.5 0 0 
376 7 3 1 0.4 0.82 0.35 
377 6 3 1 0.36 0.77 0.33 
378 16 1 1 0.47 0.78 0.4 
379 16 3 1 0.48 0.76 0.28 
380 1 0 0 0.14 0.5 0 
381 1 0 0 0.33 0.6 0 
382 10 2 0 0.43 0.77 0.13 
383 2 0 0 0.26 0.71 0 
384 4 1 0 0.41 0.55 0.34 
385 4 1 0 0.36 0.79 0.23 
386 3 1 0 0.28 0.68 0 
387 8 3 1 0.45 0.8 0.3 
388 3 1 1 0.38 0.77 0.29 
389 7 2 0 0.38 0.7 0 
390 7 2 1 0.43 0.64 0.35 
391 2 1 0 0.31 1 0.25 
392 13 2 0 0.36 0.8 0 
393 5 1 0 0.53 0.76 0 
394 3 1 0 0.28 0.87 0 
395 3 1 0 0.22 0.48 0 
396 14 7 1 0.39 0.78 0.31 
397 3 1 0 0.34 0.74 0 
398 10 2 1 0.42 0.83 0.39 
399 7 3 0 0.36 0.75 0 
400 7 4 0 0.32 0.59 0 
401 9 3 1 0.4 0.81 0.37 
402 5 2 0 0.34 0.73 0.26 
403 6 2 0 0.27 0.63 0 
404 9 2 0 0.35 0.73 0 
405 11 5 1 0.49 0.76 0.18 
406 2 1 0 0.48 1 0.5 
407 13 5 1 0.44 0.81 0.32 
408 6 2 1 0.44 0.65 0 
409 1 0 1 0.2 0 0 
410 2 1 0 0.21 0.66 0.2 
411 4 1 0 0.36 0.75 0 
412 9 3 1 0.45 0.73 0.37 
413 4 1 0 0.46 0.76 0 
414 12 6 1 0.46 0.81 0.21 
415 12 7 1 0.43 0.82 0.31 
416 4 2 0 0.29 0.64 0 
417 1 1 0 0.23 0.8 0 
418 8 2 1 0.44 0.76 0.29 
419 3 1 0 0.37 0.87 0 
420 13 4 1 0.42 0.84 0.37 
421 4 1 0 0.41 0.8 0.35 
422 18 6 1 0.42 0.79 0.34 
423 19 6 1 0.48 0.78 0 
424 11 3 1 0.43 0.81 0 
425 20 4 1 0.45 0.75 0.33 
426 4 1 0 0.32 0.65 0 
427 3 1 0 0.34 0.79 0 
428 6 3 1 0.44 0.78 0 
429 3 0 0 0.3 0.62 0 
430 4 2 1 0.36 0.75 0 
431 11 2 1 0.45 0.86 0.29 
432 10 2 0 0.34 0.73 0 
433 3 3 0 0.42 0.73 0.22 
434 2 1 0 0.32 0.6 0.26 
435 7 4 2 0.47 0.82 0.16 
436 5 2 1 0.32 0.66 0.27 
437 2 0 0 0.3 0.33 0.2 
438 5 1 0 0.27 0.7 0 
439 4 2 1 0.43 0.69 0.31 
440 9 5 1 0.43 0.82 0.28 
441 13 3 0 0.4 0.78 0 
442 2 1 1 0.28 0.61 0.19 
443 2 1 0 0.29 0.75 0.26 
444 10 3 0 0.42 0.86 0 
445 2 1 0 0.32 0.76 0.33 
446 5 3 1 0.46 0.77 0.08 
447 4 1 0 0.28 0.62 0 
448 4 1 0 0.42 0.78 0 
449 2 1 0 0.34 0.49 0.32 
450 10 4 0 0.36 0.7 0 
451 4 2 0 0.41 0.81 0.07 
452 26 3 1 0.51 0.84 0.29 
453 8 2 1 0.41 0.77 0.41 
454 6 3 0 0.31 0.71 0 
455 1 1 0 0.3 0.5 0 
456 1 0 0 0.66 0 0 
457 3 1 1 0.36 0.84 0.31 
458 11 4 1 0.44 0.79 0 
459 13 3 2 0.43 0.75 0.29 
460 15 4 2 0.45 0.82 0.37 
461 10 2 1 0.44 0.82 0.36 
462 8 2 1 0.54 0.85 0.28 
463 8 2 1 0.41 0.75 0.31 
464 11 4 0 0.43 0.76 0 
465 6 3 1 0.4 0.79 0.38 
466 5 1 0 0.43 0.68 0.25 
467 19 5 1 0.45 0.8 0 
468 19 3 1 0.43 0.85 0.41 
469 16 3 1 0.45 0.85 0.38 
470 6 1 1 0.39 0.76 0.27 
471 6 0 0 0.28 0.64 0 
472 3 1 0 0.31 0.67 0 
473 1 0 0 0.66 0 0 
474 5 1 1 0.4 0.77 0.28 
475 3 1 0 0.39 0.65 0 
476 8 2 1 0.44 0.73 0.33 
477 4 1 0 0.43 0.83 0.32 
478 4 2 0 0.41 0.74 0.23 
479 8 5 1 0.45 0.77 0.27 
480 3 3 1 0.38 0.71 0.28 
481 2 2 0 0.16 1 0 
482 2 0 0 0.36 0.61 0 
483 6 1 0 0.33 0.81 0.34 
484 7 1 1 0.45 0.66 0.25 
485 2 1 0 0.36 0.7 0 
486 5 1 0 0.28 0.57 0 
487 1 0 0 0.21 0.61 0 
488 4 0 0 0.41 0.72 0 
489 3 1 0 0.41 0.66 0.07 
490 3 1 1 0.38 0.64 0.21 
491 9 6 1 0.46 0.8 0.2 
492 4 1 0 0.38 0.62 0.24 
493 9 3 0 0.38 0.67 0 
494 2 1 0 0.28 0.91 0.18 
495 4 2 1 0.38 0.76 0 
496 10 2 1 0.41 0.73 0.31 
497 19 4 0 0.45 0.8 0 
498 4 1 0 0.43 0.84 0.34 
499 11 2 1 0.43 0.81 0.33 
500 16 2 1 0.46 0.7 0.33 
501 2 1 0 0.36 0.25 0 
502 3 0 0 0.35 0.47 0 
503 12 3 0 0.36 0.78 0 
504 1 0 0 0.54 1 0 
505 4 1 1 0.5 0.64 0.33 
506 7 2 1 0.47 0.77 0.33 
507 17 5 0 0.41 0.77 0 
508 6 3 0 0.48 0.72 0 
509 2 0 0 0.26 0.55 0 
510 6 2 0 0.37 0.82 0.37 
511 4 2 0 0.4 0.66 0.13 
512 2 2 1 0.42 1 0 
513 2 1 0 0.33 0.6 0 
514 3 1 0 0.48 0.28 0 
515 9 3 0 0.33 0.76 0 
516 7 2 0 0.39 0.62 0 
517 6 1 0 0.44 0.81 0 
518 2 1 0 0.24 0.47 0 
519 6 2 0 0.25 0.67 0 
520 18 3 1 0.45 0.85 0.34 
521 5 3 1 0.4 0.68 0 
522 5 0 0 0.27 0.61 0 
523 7 2 1 0.46 0.66 0.32 
524 5 1 1 0.41 0.72 0 
525 3 0 0 0.35 0.81 0.3 
526 7 3 0 0.37 0.55 0 
527 15 5 2 0.45 0.77 0.31 
528 18 8 2 0.43 0.78 0.35 
529 3 0 0 0.43 0.64 0 
530 10 2 0 0.4 0.71 0 
531 6 1 0 0.43 0.37 0 
532 4 1 0 0.45 0.77 0 
533 5 1 1 0.39 0.5 1 
534 13 5 2 0.46 0.74 0.35 
535 14 4 2 0.44 0.71 0.28 
536 2 1 0 0.29 0.75 0.35 
537 9 3 0 0.39 0.62 0 
538 7 3 0 0.35 0.69 0 
539 2 1 0 0.24 0.6 0 
540 12 4 1 0.45 0.8 0.31 
541 5 3 1 0.37 0.68 0.27 
542 7 1 1 0.42 0.79 0.34 
543 7 1 1 0.43 0.84 0.05 
544 5 1 0 0.29 0.86 0.25 
545 5 2 1 0.41 0.78 0.31 
546 13 3 0 0.44 0.79 0 
547 4 2 0 0.27 0.65 0 
548 6 1 0 0.42 0.86 0.33 
549 6 2 0 0.44 0.76 0.32 
550 6 1 0 0.34 0.73 0 
551 15 3 2 0.46 0.86 0.39 
552 2 2 0 0.37 0.8 0.3 
553 13 1 1 0.45 0.7 0 
554 5 1 0 0.42 0.66 0 
555 8 1 1 0.41 0.79 0.36 
556 3 1 0 0.35 0.85 0 
557 13 5 0 0.44 0.75 0 
558 9 2 1 0.42 0.76 0.39 
559 2 1 0 0.27 0.7 0.28 
560 2 0 0 0.54 0.5 0 
561 1 0 0 0.22 0 0 
562 6 2 1 0.4 0.68 0 
563 9 4 1 0.47 0.77 0.33 
564 3 2 0 0.39 0.6 0 
565 9 5 1 0.43 0.73 0 
566 4 1 0 0.33 0.76 0 
567 3 0 0 0.46 0.7 0.4 
568 3 1 0 0.37 0.75 0.37 
569 1 1 0 0.2 0.5 0 
570 3 2 0 0.4 0.86 0.43 
571 4 1 0 0.38 0.54 0 
572 3 2 0 0.33 0.69 0.32 
573 10 1 1 0.43 0.85 0.16 
574 9 2 0 0.29 0.79 0 
575 10 2 0 0.42 0.67 0 
576 2 0 0 0 0.66 0 
577 7 4 1 0.44 0.8 0.14 
578 5 2 1 0.43 0.61 0.1 
579 7 5 1 0.4 0.82 0.07 
580 6 2 0 0.34 0.77 0 
581 5 1 0 0.37 0.63 0 
582 6 2 1 0.4 0.78 0.32 
583 9 2 0 0.38 0.74 0 
584 14 6 1 0.41 0.81 0.37 
585 1 1 0 0.2 0.5 0 
586 4 1 0 0.31 0.66 0.21 
587 9 3 1 0.46 0.82 0.39 
588 6 1 0 0.24 0.64 0 
589 10 3 0 0.33 0.67 0 
590 5 2 1 0.43 0.85 0.39 
591 3 1 1 0.4 0.74 0.19 
592 14 3 2 0.45 0.79 0 
593 12 4 2 0.44 0.74 0.14 
594 6 3 1 0.44 0.8 0.25 
595 6 2 0 0.31 0.68 0 
596 15 5 1 0.49 0.87 0.4 
597 8 2 1 0.41 0.82 0.39 
598 17 2 1 0.44 0.86 0.4 
599 5 1 1 0.48 0.68 0 
600 9 3 1 0.4 0.85 0.33 
601 3 2 1 0.41 0.69 0.36 
602 15 3 2 0.4 0.75 0.3 
603 11 6 1 0.47 0.78 0.29 
604 8 3 0 0.34 0.72 0 
605 9 3 1 0.38 0.74 0.36 
606 4 3 0 0.35 0.76 0.27 
607 9 5 1 0.48 0.7 0.25 
608 3 1 0 0.33 0.69 0 
609 16 4 2 0.46 0.75 0.32 
610 3 1 0 0.38 0.78 0 
611 5 1 1 0.47 0.72 0.35 
612 9 4 1 0.45 0.79 0.4 
613 27 6 2 0.42 0.78 0.31 
614 4 1 1 0.4 0.72 0.33 
615 10 4 1 0.44 0.85 0.33 
616 0 1 0 0 0 0 
617 10 3 1 0.41 0.79 0.35 
618 4 2 0 0.41 0.58 0 
619 5 1 1 0.39 0.76 0.35 
620 2 1 0 0.4 0.71 0.15 
621 14 3 1 0.42 0.82 0.36 
622 3 1 0 0.35 0.73 0.35 
623 10 8 1 0.44 0.76 0.33 
624 2 2 0 0.36 0.67 0.27 
625 1 1 0 0.22 0.87 0 
626 2 4 2 0.33 0 0 
627 2 1 0 0.51 1 0.2 
628 1 1 1 0.33 0 0 
629 5 1 1 0.46 0.74 0.15 
630 5 1 0 0.39 0.76 0.35 
631 4 1 0 0.51 0.73 0.36 
632 3 1 0 0.39 0.85 0.27 
633 28 7 2 0.47 0.73 0.32 
634 11 4 1 0.42 0.8 0.37 
635 7 4 1 0.4 0.72 0.34 
636 7 3 0 0.39 0.9 0.35 
637 7 2 0 0.34 0.78 0 
638 4 0 0 0.38 0.66 0.36 
639 5 2 1 0.5 0.66 0.5 
640 3 1 0 0.33 0.92 0 
641 7 4 1 0.43 0.85 0.37 
642 1 0 0 0.33 0.65 0 
643 6 3 1 0.41 0.74 0.35 
644 8 6 1 0.47 0.7 0.14 
645 8 2 1 0.42 0.75 0 
646 3 1 0 0.4 0.72 0.33 
647 8 3 0 0.32 0.73 0 
648 1 0 0 0.41 1 0 
649 3 0 0 0.36 0.66 0.2 
650 14 5 1 0.44 0.79 0.17 
651 6 1 1 0.41 0.78 0.33 
652 15 5 1 0.47 0.79 0.32 
653 1 1 0 0.23 0.76 0.16 
654 8 4 1 0.43 0.75 0.21 
655 16 4 1 0.44 0.78 0.37 
656 18 9 1 0.49 0.84 0.3 
657 2 2 1 0.23 0 0 
658 20 11 2 0.51 0.84 0.3 
659 1 0 0 0 1 0 
660 12 3 1 0.46 0.73 0.25 
661 4 1 1 0.39 0.74 0.3 
662 3 2 1 0.32 0.62 0.32 
663 7 3 0 0.4 0.72 0.38 
664 5 1 0 0.44 0.71 0.36 
665 15 3 2 0.43 0.8 0.37 
666 4 1 0 0.38 0.64 0 
667 6 2 1 0.5 0.73 0 
668 7 4 0 0.38 0.64 0 
669 9 3 1 0.4 0.81 0 
670 1 1 0 0.5 0.5 0 
671 2 1 1 0.29 0.5 0 
672 5 1 0 0.41 0.77 0 
673 18 3 0 0.45 0.8 0 
674 6 1 0 0.44 0.82 0 
675 10 3 0 0.4 0.8 0 
676 7 2 0 0.39 0.68 0 
677 2 2 0 0.29 0.5 0.25 
678 8 4 2 0.41 0.76 0.22 
679 30 5 2 0.49 0.83 0.32 
680 3 1 0 0.43 0.58 0.33 
681 2 1 0 0.36 0.73 0 
682 5 1 1 0.47 0.81 0.31 
683 2 1 0 0.26 0.64 0 
684 6 1 0 0.26 0.74 0 
685 7 0 0 0.23 0.79 0 
686 2 1 0 0.34 0.8 0.3 
687 3 2 0 0.34 0.7 0 
688 2 1 0 0.28 0 0 
689 4 1 0 0.31 0.68 0 
690 5 1 0 0.25 0.53 0 
691 0 1 0 0 0.25 0 
692 2 0 0 1 0 0 
693 2 1 0 0.43 0.71 0 
694 1 0 0 0.33 0.4 0 
695 7 1 0 0.33 0.61 0 
696 2 0 0 0.36 0.68 0 
697 2 1 0 0.19 0.66 0 
698 7 2 0 0.36 0.75 0 
699 6 2 1 0.47 0.86 0.45 
700 14 9 2 0.4 0.78 0.34 
